"","ensembl_transcript_id","ensembl_gene_id","mgi_symbol","chromosome_name","transcript_biotype","transcript_start","transcript_end","transcript_count","feature_symbol","feature_id"
"12903","ENSMUST00000109099","ENSMUSG00000047388","Atmin","8","protein_coding",116943393,116960445,1,"Atmin","ENSMUSG00000047388"
"12904","ENSMUST00000227203","ENSMUSG00000047394","Odf3b","15","retained_intron",89377449,89378226,7,"Odf3b","ENSMUSG00000047394"
"12905","ENSMUST00000059775","ENSMUSG00000047407","Tgif1","17","protein_coding",70844205,70851207,12,"Tgif1","ENSMUSG00000047407"
"12906","ENSMUST00000073109","ENSMUSG00000047409","Ctdspl","9","protein_coding",118926453,119043998,4,"Ctdspl","ENSMUSG00000047409"
"12907","ENSMUST00000216649","ENSMUSG00000047412","Zbtb44","9","protein_coding",31030644,31070233,6,"Zbtb44","ENSMUSG00000047412"
"12908","ENSMUST00000057324","ENSMUSG00000047414","Flrt2","12","protein_coding",95692226,95785215,2,"Flrt2","ENSMUSG00000047414"
"12909","ENSMUST00000110066","ENSMUSG00000047415","Gpr68","12","protein_coding",100876682,100908198,7,"Gpr68","ENSMUSG00000047415"
"12910","ENSMUST00000182682","ENSMUSG00000047417","Rexo1","10","retained_intron",80540922,80545836,8,"Rexo1","ENSMUSG00000047417"
"12911","ENSMUST00000062122","ENSMUSG00000047419","Cmya5","13","protein_coding",93040713,93144724,1,"Cmya5","ENSMUSG00000047419"
"12912","ENSMUST00000159759","ENSMUSG00000047423","AI837181","19","protein_coding",5425157,5427313,2,"AI837181","ENSMUSG00000047423"
"12913","ENSMUST00000188223","ENSMUSG00000047428","Dlk2","17","protein_coding",46297421,46301005,5,"Dlk2","ENSMUSG00000047428"
"12914","ENSMUST00000055389","ENSMUSG00000047434","Xxylt1","16","protein_coding",30955627,31081432,4,"Xxylt1","ENSMUSG00000047434"
"12915","ENSMUST00000086861","ENSMUSG00000047443","Erfe","1","protein_coding",91366430,91374217,2,"Erfe","ENSMUSG00000047443"
"12916","ENSMUST00000214111","ENSMUSG00000047444","Olfr139","11","protein_coding",74044033,74047294,4,"Olfr139","ENSMUSG00000047444"
"12917","ENSMUST00000101472","ENSMUSG00000047446","Arl4a","12","protein_coding",40035822,40038025,5,"Arl4a","ENSMUSG00000047446"
"12918","ENSMUST00000052472","ENSMUSG00000047454","Gphn","12","protein_coding",78226379,78684772,3,"Gphn","ENSMUSG00000047454"
"12919","ENSMUST00000054912","ENSMUSG00000047459","Dynlrb1","2","processed_transcript",155236533,155250272,4,"Dynlrb1","ENSMUSG00000047459"
"12920","ENSMUST00000074653","ENSMUSG00000047466","8030462N17Rik","18","protein_coding",77633281,77714010,1,"8030462N17Rik","ENSMUSG00000047466"
"12921","ENSMUST00000032803","ENSMUSG00000047473","Zfp30","7","protein_coding",29783998,29794702,3,"Zfp30","ENSMUSG00000047473"
"12922","ENSMUST00000059718","ENSMUSG00000047492","Inhbe","10","protein_coding",127348857,127354411,1,"Inhbe","ENSMUSG00000047492"
"12923","ENSMUST00000152652","ENSMUSG00000047495","Dlgap2","8","protein_coding",14095865,14847108,9,"Dlgap2","ENSMUSG00000047495"
"12924","ENSMUST00000058688","ENSMUSG00000047496","Rnf152","1","protein_coding",105276914,105356670,2,"Rnf152","ENSMUSG00000047496"
"12925","ENSMUST00000227189","ENSMUSG00000047497","Adamts12","15","retained_intron",11064790,11153010,3,"Adamts12","ENSMUSG00000047497"
"12926","ENSMUST00000051401","ENSMUSG00000047501","Cldn4","5","protein_coding",134945119,134946934,1,"Cldn4","ENSMUSG00000047501"
"12927","ENSMUST00000106770","ENSMUSG00000047502","Mroh7","4","protein_coding",106680417,106727930,7,"Mroh7","ENSMUSG00000047502"
"12928","ENSMUST00000182056","ENSMUSG00000047507","Baiap3","17","protein_coding",25242659,25256364,9,"Baiap3","ENSMUSG00000047507"
"12929","ENSMUST00000213777","ENSMUSG00000047508","Mbd3l2","9","protein_coding",18430654,18446316,2,"Mbd3l2","ENSMUSG00000047508"
"12930","ENSMUST00000057752","ENSMUSG00000047509","Gm6776","19","processed_pseudogene",43280798,43281697,1,"Gm6776","ENSMUSG00000047509"
"12931","ENSMUST00000061372","ENSMUSG00000047514","Tspyl1","10","protein_coding",34282190,34285275,1,"Tspyl1","ENSMUSG00000047514"
"12932","ENSMUST00000205058","ENSMUSG00000047515","BC049715","6","retained_intron",136827626,136833164,5,"BC049715","ENSMUSG00000047515"
"12933","ENSMUST00000213064","ENSMUSG00000047517","Dmbt1","7","protein_coding",131032053,131121630,6,"Dmbt1","ENSMUSG00000047517"
"12934","ENSMUST00000062990","ENSMUSG00000047518","Slfnl1","4","protein_coding",120532231,120536661,1,"Slfnl1","ENSMUSG00000047518"
"12935","ENSMUST00000061030","ENSMUSG00000047531","Rtp2","16","protein_coding",23925548,23930787,1,"Rtp2","ENSMUSG00000047531"
"12936","ENSMUST00000052201","ENSMUSG00000047534","Mis18bp1","12","protein_coding",65132734,65172580,8,"Mis18bp1","ENSMUSG00000047534"
"12937","ENSMUST00000051431","ENSMUSG00000047539","Fbxo28","1","protein_coding",182313102,182341618,5,"Fbxo28","ENSMUSG00000047539"
"12938","ENSMUST00000091609","ENSMUSG00000047547","Cltb","13","protein_coding",54592401,54611344,4,"Cltb","ENSMUSG00000047547"
"12939","ENSMUST00000094097","ENSMUSG00000047554","Tmem41b","7","protein_coding",109972187,109986451,9,"Tmem41b","ENSMUSG00000047554"
"12940","ENSMUST00000058981","ENSMUSG00000047557","Lxn","3","protein_coding",67457998,67463926,3,"Lxn","ENSMUSG00000047557"
"12941","ENSMUST00000034488","ENSMUSG00000047562","Mmp10","9","protein_coding",7502352,7510240,1,"Mmp10","ENSMUSG00000047562"
"12942","ENSMUST00000052910","ENSMUSG00000047565","Acot10","15","protein_coding",20665214,20666750,1,"Acot10","ENSMUSG00000047565"
"12943","ENSMUST00000052774","ENSMUSG00000047583","Tyw3","3","protein_coding",154576431,154597095,4,"Tyw3","ENSMUSG00000047583"
"12944","ENSMUST00000057974","ENSMUSG00000047586","Nccrp1","7","protein_coding",28543596,28547254,1,"Nccrp1","ENSMUSG00000047586"
"12945","ENSMUST00000162519","ENSMUSG00000047592","Nxpe5","5","protein_coding",138225898,138239672,5,"Nxpe5","ENSMUSG00000047592"
"12946","ENSMUST00000215371","ENSMUSG00000047594","Olfr1122","2","protein_coding",87385849,87391930,2,"Olfr1122","ENSMUSG00000047594"
"12947","ENSMUST00000205834","ENSMUSG00000047603","Zfp235","7","retained_intron",24134169,24136101,6,"Zfp235","ENSMUSG00000047603"
"12948","ENSMUST00000059231","ENSMUSG00000047604","Frat2","19","protein_coding",41845972,41848132,1,"Frat2","ENSMUSG00000047604"
"12949","ENSMUST00000060700","ENSMUSG00000047606","Ankrd34c","9","protein_coding",89725245,89738445,2,"Ankrd34c","ENSMUSG00000047606"
"12950","ENSMUST00000058393","ENSMUSG00000047613","A430005L14Rik","4","protein_coding",153957237,153961925,7,"A430005L14Rik","ENSMUSG00000047613"
"12951","ENSMUST00000114261","ENSMUSG00000047617","Paxx","2","protein_coding",25459482,25461094,13,"Paxx","ENSMUSG00000047617"
"12952","ENSMUST00000050901","ENSMUSG00000047631","Apof","10","protein_coding",128268671,128270153,1,"Apof","ENSMUSG00000047631"
"12953","ENSMUST00000057337","ENSMUSG00000047632","Fgfbp3","19","protein_coding",36917550,36919615,1,"Fgfbp3","ENSMUSG00000047632"
"12954","ENSMUST00000111477","ENSMUSG00000047635","2810006K23Rik","5","protein_coding",124328089,124340122,2,"2810006K23Rik","ENSMUSG00000047635"
"12955","ENSMUST00000062495","ENSMUSG00000047636","Cdcp2","4","protein_coding",107096891,107107748,2,"Cdcp2","ENSMUSG00000047636"
"12956","ENSMUST00000058126","ENSMUSG00000047638","Nr1h4","10","protein_coding",89454234,89506649,3,"Nr1h4","ENSMUSG00000047638"
"12957","ENSMUST00000081945","ENSMUSG00000047641","Krt87","15","protein_coding",101431490,101438804,1,"Krt87","ENSMUSG00000047641"
"12958","ENSMUST00000142501","ENSMUSG00000047642","D930020B18Rik","10","protein_coding",121641588,121677301,4,"D930020B18Rik","ENSMUSG00000047642"
"12959","ENSMUST00000052030","ENSMUSG00000047643","Gm5454","13","processed_pseudogene",103356252,103357704,1,"Gm5454","ENSMUSG00000047643"
"12960","ENSMUST00000129456","ENSMUSG00000047648","Fbxo30","10","protein_coding",11281330,11298052,2,"Fbxo30","ENSMUSG00000047648"
"12961","ENSMUST00000047036","ENSMUSG00000047649","Cd3eap","7","protein_coding",19356014,19359481,2,"Cd3eap","ENSMUSG00000047649"
"12962","ENSMUST00000050373","ENSMUSG00000047654","Tssk6","8","protein_coding",69902184,69903518,1,"Tssk6","ENSMUSG00000047654"
"12963","ENSMUST00000228471","ENSMUSG00000047655","Vmn1r74","7","protein_coding",11833980,11853276,2,"Vmn1r74","ENSMUSG00000047655"
"12964","ENSMUST00000088223","ENSMUSG00000047656","Trpt1","19","protein_coding",6996131,6999044,1,"Trpt1","ENSMUSG00000047656"
"12965","ENSMUST00000079090","ENSMUSG00000047657","Crry-ps","8","processed_pseudogene",73749475,73750783,1,"Crry-ps","ENSMUSG00000047657"
"12966","ENSMUST00000061169","ENSMUSG00000047658","Gal3st3","19","protein_coding",5298331,5308738,1,"Gal3st3","ENSMUSG00000047658"
"12967","ENSMUST00000062159","ENSMUSG00000047661","1600012P17Rik","1","lincRNA",158967701,158980463,2,"1600012P17Rik","ENSMUSG00000047661"
"12968","ENSMUST00000063138","ENSMUSG00000047669","Msl3l2","10","protein_coding",56106917,56116880,2,"Msl3l2","ENSMUSG00000047669"
"12969","ENSMUST00000134074","ENSMUSG00000047671","Tctex1d4","4","protein_coding",117126794,117128336,3,"Tctex1d4","ENSMUSG00000047671"
"12970","ENSMUST00000057860","ENSMUSG00000047674","Pdha2","3","protein_coding",141210004,141212355,1,"Pdha2","ENSMUSG00000047674"
"12971","ENSMUST00000102696","ENSMUSG00000047675","Rps8","4","protein_coding",117153827,117156243,6,"Rps8","ENSMUSG00000047675"
"12972","ENSMUST00000057740","ENSMUSG00000047676","Rpsa-ps10","3","processed_pseudogene",150072658,150073542,1,"Rpsa-ps10","ENSMUSG00000047676"
"12973","ENSMUST00000053659","ENSMUSG00000047678","Gpr82","X","protein_coding",13661363,13667433,1,"Gpr82","ENSMUSG00000047678"
"12974","ENSMUST00000062010","ENSMUSG00000047686","Rtl3","X","protein_coding",106837082,106840644,1,"Rtl3","ENSMUSG00000047686"
"12975","ENSMUST00000219192","ENSMUSG00000047692","4930533K18Rik","10","antisense_RNA",70868644,70870731,3,"4930533K18Rik","ENSMUSG00000047692"
"12976","ENSMUST00000054697","ENSMUSG00000047694","Yipf6","X","protein_coding",98937761,98949017,6,"Yipf6","ENSMUSG00000047694"
"12977","ENSMUST00000200469","ENSMUSG00000047696","Ccdc144b","3","protein_coding",36007244,36053547,3,"Ccdc144b","ENSMUSG00000047696"
"12978","ENSMUST00000051870","ENSMUSG00000047710","Champ1","8","protein_coding",13869641,13881639,2,"Champ1","ENSMUSG00000047710"
"12979","ENSMUST00000219116","ENSMUSG00000047712","Ust","10","processed_transcript",8204756,8302242,2,"Ust","ENSMUSG00000047712"
"12980","ENSMUST00000060188","ENSMUSG00000047714","Ppp1r2","16","protein_coding",31251537,31275277,2,"Ppp1r2","ENSMUSG00000047714"
"12981","ENSMUST00000215263","ENSMUSG00000047716","Olfr736","14","protein_coding",50381163,50394192,5,"Olfr736","ENSMUSG00000047716"
"12982","ENSMUST00000156686","ENSMUSG00000047719","Ubiad1","4","processed_transcript",148436489,148444761,2,"Ubiad1","ENSMUSG00000047719"
"12983","ENSMUST00000051283","ENSMUSG00000047720","4922502D21Rik","6","protein_coding",129322164,129331796,2,"4922502D21Rik","ENSMUSG00000047720"
"12984","ENSMUST00000130498","ENSMUSG00000047721","Bola2","7","protein_coding",126695436,126697058,5,"Bola2","ENSMUSG00000047721"
"12985","ENSMUST00000185307","ENSMUSG00000047728","BC025446","15","protein_coding",75216376,75221950,2,"BC025446","ENSMUSG00000047728"
"12986","ENSMUST00000138392","ENSMUSG00000047730","Fcgbp","7","protein_coding",28071236,28120860,6,"Fcgbp","ENSMUSG00000047730"
"12987","ENSMUST00000138302","ENSMUSG00000047731","Wbp1l","19","protein_coding",46599084,46657389,6,"Wbp1l","ENSMUSG00000047731"
"12988","ENSMUST00000149347","ENSMUSG00000047733","Tmem262","19","protein_coding",6080033,6080785,2,"Tmem262","ENSMUSG00000047733"
"12989","ENSMUST00000120087","ENSMUSG00000047735","Samd9l","6","protein_coding",3372257,3399572,2,"Samd9l","ENSMUSG00000047735"
"12990","ENSMUST00000075869","ENSMUSG00000047746","Fbxo40","16","protein_coding",36963460,36990467,4,"Fbxo40","ENSMUSG00000047746"
"12991","ENSMUST00000078525","ENSMUSG00000047747","Rnf150","8","protein_coding",82863356,83091268,3,"Rnf150","ENSMUSG00000047747"
"12992","ENSMUST00000058524","ENSMUSG00000047749","Zc3hav1l","6","protein_coding",38287396,38299259,1,"Zc3hav1l","ENSMUSG00000047749"
"12993","ENSMUST00000168457","ENSMUSG00000047751","Utf1","7","protein_coding",139943789,139945112,1,"Utf1","ENSMUSG00000047751"
"12994","ENSMUST00000101082","ENSMUSG00000047757","Fancb","X","protein_coding",164980592,164997269,3,"Fancb","ENSMUSG00000047757"
"12995","ENSMUST00000150060","ENSMUSG00000047766","Lrrc49","9","nonsense_mediated_decay",60568859,60688124,10,"Lrrc49","ENSMUSG00000047766"
"12996","ENSMUST00000207740","ENSMUSG00000047767","Atg16l2","7","nonsense_mediated_decay",101263034,101290612,17,"Atg16l2","ENSMUSG00000047767"
"12997","ENSMUST00000055688","ENSMUSG00000047777","Phf13","4","protein_coding",151989633,151996258,1,"Phf13","ENSMUSG00000047777"
"12998","ENSMUST00000115576","ENSMUSG00000047786","Lix1","17","protein_coding",17402672,17459387,2,"Lix1","ENSMUSG00000047786"
"12999","ENSMUST00000113383","ENSMUSG00000047787","Flrt1","19","protein_coding",7092014,7105729,1,"Flrt1","ENSMUSG00000047787"
"13000","ENSMUST00000225367","ENSMUSG00000047789","Slc38a9","13","retained_intron",112660751,112661928,8,"Slc38a9","ENSMUSG00000047789"
"13001","ENSMUST00000062202","ENSMUSG00000047793","Sned1","1","protein_coding",93235841,93301065,6,"Sned1","ENSMUSG00000047793"
"13002","ENSMUST00000119080","ENSMUSG00000047797","Gjb1","X","protein_coding",101376378,101385629,3,"Gjb1","ENSMUSG00000047797"
"13003","ENSMUST00000124083","ENSMUSG00000047798","Cd300lf","11","processed_transcript",115120261,115126850,7,"Cd300lf","ENSMUSG00000047798"
"13004","ENSMUST00000102650","ENSMUSG00000047804","Akap10","11","protein_coding",61871307,61930252,5,"Akap10","ENSMUSG00000047804"
"13005","ENSMUST00000113440","ENSMUSG00000047810","Ccdc88b","19","protein_coding",6844623,6858211,1,"Ccdc88b","ENSMUSG00000047810"
"13006","ENSMUST00000058777","ENSMUSG00000047822","Angptl8","9","protein_coding",21835510,21837347,1,"Angptl8","ENSMUSG00000047822"
"13007","ENSMUST00000136573","ENSMUSG00000047824","Pygo2","3","processed_transcript",89430214,89432743,6,"Pygo2","ENSMUSG00000047824"
"13008","ENSMUST00000221848","ENSMUSG00000047828","A730018C14Rik","12","processed_transcript",112411023,112423198,3,"A730018C14Rik","ENSMUSG00000047828"
"13009","ENSMUST00000062092","ENSMUSG00000047832","Cdca4","12","protein_coding",112820229,112829389,3,"Cdca4","ENSMUSG00000047832"
"13010","ENSMUST00000050026","ENSMUSG00000047841","Fndc11","2","protein_coding",181220013,181222854,2,"Fndc11","ENSMUSG00000047841"
"13011","ENSMUST00000057442","ENSMUSG00000047842","Diras2","13","protein_coding",52504380,52531279,1,"Diras2","ENSMUSG00000047842"
"13012","ENSMUST00000110695","ENSMUSG00000047843","Bri3","5","protein_coding",144244437,144264395,3,"Bri3","ENSMUSG00000047843"
"13013","ENSMUST00000116527","ENSMUSG00000047844","Bex4","X","protein_coding",136138996,136140443,1,"Bex4","ENSMUSG00000047844"
"13014","ENSMUST00000055557","ENSMUSG00000047854","Stx19","16","protein_coding",62814676,62824346,1,"Stx19","ENSMUSG00000047854"
"13015","ENSMUST00000034141","ENSMUSG00000047866","Lonp2","8","protein_coding",86624043,86716631,7,"Lonp2","ENSMUSG00000047866"
"13016","ENSMUST00000053661","ENSMUSG00000047867","Gimap6","6","protein_coding",48701582,48708225,4,"Gimap6","ENSMUSG00000047867"
"13017","ENSMUST00000094451","ENSMUSG00000047875","Gpr157","4","protein_coding",150087365,150105927,1,"Gpr157","ENSMUSG00000047875"
"13018","ENSMUST00000049530","ENSMUSG00000047878","A4galt","15","protein_coding",83226726,83251774,2,"A4galt","ENSMUSG00000047878"
"13019","ENSMUST00000092096","ENSMUSG00000047879","Usp14","18","protein_coding",9995432,10030141,8,"Usp14","ENSMUSG00000047879"
"13020","ENSMUST00000215293","ENSMUSG00000047880","Cxcr5","9","protein_coding",44511787,44561877,5,"Cxcr5","ENSMUSG00000047880"
"13021","ENSMUST00000154169","ENSMUSG00000047881","Rell1","5","protein_coding",63908897,63968897,5,"Rell1","ENSMUSG00000047881"
"13022","ENSMUST00000005891","ENSMUSG00000047884","Klk9","7","protein_coding",43791891,43796757,1,"Klk9","ENSMUSG00000047884"
"13023","ENSMUST00000067689","ENSMUSG00000047888","Tnrc6b","15","protein_coding",80711313,80941085,10,"Tnrc6b","ENSMUSG00000047888"
"13024","ENSMUST00000059637","ENSMUSG00000047889","Serpinb6d","13","protein_coding",33661405,33671581,2,"Serpinb6d","ENSMUSG00000047889"
"13025","ENSMUST00000058846","ENSMUSG00000047897","Ripply2","9","protein_coding",87015537,87019917,2,"Ripply2","ENSMUSG00000047897"
"13026","ENSMUST00000054414","ENSMUSG00000047898","Ccr4","9","protein_coding",114490316,114496562,3,"Ccr4","ENSMUSG00000047898"
"13027","ENSMUST00000146390","ENSMUSG00000047904","Sstr2","11","protein_coding",113619342,113626028,3,"Sstr2","ENSMUSG00000047904"
"13028","ENSMUST00000120174","ENSMUSG00000047905","Gm8566","6","processed_pseudogene",67205619,67206083,1,"Gm8566","ENSMUSG00000047905"
"13029","ENSMUST00000109159","ENSMUSG00000047907","Tshz2","2","protein_coding",169633013,169913093,5,"Tshz2","ENSMUSG00000047907"
"13030","ENSMUST00000130186","ENSMUSG00000047909","Ankrd16","2","protein_coding",11777876,11778859,12,"Ankrd16","ENSMUSG00000047909"
"13031","ENSMUST00000051442","ENSMUSG00000047910","Pcdhb16","18","protein_coding",37477814,37483038,1,"Pcdhb16","ENSMUSG00000047910"
"13032","ENSMUST00000062629","ENSMUSG00000047911","Npm2","14","protein_coding",70647302,70653084,2,"Npm2","ENSMUSG00000047911"
"13033","ENSMUST00000089770","ENSMUSG00000047921","Trappc9","15","protein_coding",72589621,73061204,4,"Trappc9","ENSMUSG00000047921"
"13034","ENSMUST00000186174","ENSMUSG00000047935","Sox1ot","8","sense_overlapping",12385771,12436768,2,"Sox1ot","ENSMUSG00000047935"
"13035","ENSMUST00000138675","ENSMUSG00000047938","4930483J18Rik","15","processed_transcript",81190774,81192763,2,"4930483J18Rik","ENSMUSG00000047938"
"13036","ENSMUST00000106239","ENSMUSG00000047940","Stpg2","3","protein_coding",139205694,139709610,2,"Stpg2","ENSMUSG00000047940"
"13037","ENSMUST00000062356","ENSMUSG00000047945","Marcksl1","4","protein_coding",129513581,129515985,1,"Marcksl1","ENSMUSG00000047945"
"13038","ENSMUST00000061190","ENSMUSG00000047953","Gp5","16","protein_coding",30307686,30310779,1,"Gp5","ENSMUSG00000047953"
"13039","ENSMUST00000200941","ENSMUSG00000047963","Stbd1","5","protein_coding",92603041,92604819,3,"Stbd1","ENSMUSG00000047963"
"13040","ENSMUST00000140507","ENSMUSG00000047965","Rpl9-ps7","2","processed_pseudogene",70458982,70459560,1,"Rpl9-ps7","ENSMUSG00000047965"
"13041","ENSMUST00000055168","ENSMUSG00000047976","Kcna1","6","protein_coding",126640397,126644796,3,"Kcna1","ENSMUSG00000047976"
"13042","ENSMUST00000059362","ENSMUSG00000047977","Synb","14","protein_coding",69289344,69294299,1,"Synb","ENSMUSG00000047977"
"13043","ENSMUST00000054175","ENSMUSG00000047980","9230110F15Rik","9","protein_coding",35838329,35844150,1,"9230110F15Rik","ENSMUSG00000047980"
"13044","ENSMUST00000142367","ENSMUSG00000047986","Palm3","8","retained_intron",84021471,84029188,3,"Palm3","ENSMUSG00000047986"
"13045","ENSMUST00000056955","ENSMUSG00000047988","4933428G20Rik","11","protein_coding",97490783,97500340,1,"4933428G20Rik","ENSMUSG00000047988"
"13046","ENSMUST00000153360","ENSMUSG00000047989","Ino80c","18","protein_coding",24104757,24121953,4,"Ino80c","ENSMUSG00000047989"
"13047","ENSMUST00000054500","ENSMUSG00000047990","C2cd4a","9","protein_coding",67830489,67832330,1,"C2cd4a","ENSMUSG00000047990"
"13048","ENSMUST00000053956","ENSMUSG00000047995","Cypt4","9","protein_coding",24625196,24625824,1,"Cypt4","ENSMUSG00000047995"
"13049","ENSMUST00000114025","ENSMUSG00000047996","Prrg1","X","protein_coding",78449613,78583891,10,"Prrg1","ENSMUSG00000047996"
